Date,Open,High,Low,Close,Adj Close,Volume
2000-03-07,38.312500,40.000000,37.187500,37.468750,33.328098,53982200
2000-03-08,38.687500,41.781250,37.500000,41.562500,36.969437,62781200
2000-03-09,42.156250,42.500000,40.062500,42.000000,37.358589,56476400
2000-03-10,42.000000,42.031250,40.125000,40.812500,36.302330,44699800
2000-03-13,39.250000,41.812500,38.398399,39.375000,35.023670,65803200
2000-03-14,40.937500,41.875000,38.250000,38.500000,34.245380,72364000
2000-03-15,42.000000,42.500000,38.500000,39.312500,34.968075,144810400
2000-03-16,40.343750,41.281250,38.343750,40.968750,36.441299,95532400
2000-03-17,40.875000,41.000000,39.750000,39.906250,35.496223,66055200
2000-03-20,40.250000,40.312500,38.781250,39.062500,34.745701,47183600
2000-03-21,38.937500,40.437500,38.000000,40.343750,35.885372,52621400
2000-03-22,40.500000,42.187500,39.437500,42.031250,37.386383,53197600
2000-03-23,41.562500,44.000000,41.281250,43.437500,38.637226,50803800
2000-03-24,43.406250,44.843750,43.218750,43.500000,38.692818,52821600
2000-03-27,44.531250,44.656250,43.468750,44.218750,39.332153,32597200
2000-03-28,43.812500,45.000000,42.750000,43.281250,38.498257,36039200
2000-03-29,43.031250,43.062500,41.031250,41.250000,36.691471,51966200
2000-03-30,39.250000,42.250000,39.000000,39.218750,34.884693,70986000
2000-03-31,40.093750,40.781250,38.000000,39.031250,34.717915,79842000
2000-04-03,39.312500,40.312500,37.500000,38.437500,34.189777,71598000
2000-04-04,39.062500,39.062500,32.539051,37.968750,33.772827,123633800
2000-04-05,36.625000,40.500000,36.273399,39.125000,34.801300,73736800
2000-04-06,40.312500,41.718750,40.062500,41.093750,36.552486,62408200
2000-04-07,41.843750,43.625000,41.500000,43.562500,38.748425,46764600
2000-04-10,43.750000,43.812500,41.125000,41.250000,36.691471,56241200
2000-04-11,40.093750,40.812500,38.406250,38.687500,34.412140,70983800
2000-04-12,38.968750,40.000000,36.468750,36.562500,32.521992,67133000
2000-04-13,37.437500,38.750000,35.875000,35.968750,31.993855,63206800
2000-04-14,34.960899,35.640598,30.125000,31.250000,27.796566,109951400
2000-04-17,30.250000,37.437500,30.085899,37.406250,33.272488,115304800
2000-04-18,37.781250,39.531250,36.875000,39.468750,35.107071,78738800
2000-04-19,39.312500,39.781250,37.125000,37.281250,33.161301,46184200
2000-04-20,36.906250,37.750000,34.937500,35.406250,31.493519,50397800
2000-04-24,33.687500,36.343750,33.500000,36.218750,32.216217,59725600
2000-04-25,37.437500,38.187500,36.312500,37.781250,33.606045,61764200
2000-04-26,38.062500,38.906250,35.531250,36.093750,32.105045,47788800
2000-04-27,35.031250,38.781250,34.968750,38.656250,34.384346,52101000
2000-04-28,39.250000,40.000000,39.062500,39.968750,35.551811,41696600
2000-05-01,39.937500,40.937500,39.375000,39.843750,35.440620,37093400
2000-05-02,39.468750,39.750000,38.687500,38.906250,34.606728,35341000
2000-05-03,38.437500,38.562500,36.062500,37.906250,33.717239,49603200
2000-05-04,37.656250,38.468750,36.500000,37.125000,33.022331,39899800
2000-05-05,37.000000,38.500000,36.875000,38.406250,34.161987,35289600
2000-05-08,37.656250,38.000000,36.031250,36.156250,32.160625,36528400
2000-05-09,36.843750,37.125000,35.625000,36.000000,32.021648,43535200
2000-05-10,35.468750,36.562500,33.750000,33.812500,30.075888,71169800
2000-05-11,34.468750,36.187500,34.000000,36.187500,32.188431,46590200
2000-05-12,36.656250,38.218750,36.531250,37.093750,32.994545,39038200
2000-05-15,37.218750,38.500000,35.312500,38.500000,34.245380,41971800
2000-05-16,38.812500,39.875000,38.531250,39.593750,35.218258,38261400
2000-05-17,38.875000,39.937500,38.125000,39.093750,34.773506,33993600
2000-05-18,39.156250,39.375000,36.218750,36.531250,32.494194,46444600
2000-05-19,36.000000,37.000000,34.750000,35.031250,31.159950,52228800
2000-05-22,35.031250,35.125000,31.375000,33.906250,30.159281,91156000
2000-05-23,33.500000,34.250000,31.187500,31.312500,27.852161,58574000
2000-05-24,30.882799,32.250000,29.062500,32.125000,28.574875,85195200
2000-05-25,32.750000,35.406250,32.500000,33.218750,29.547756,80958000
2000-05-26,33.406250,34.750000,32.531250,33.500000,29.797928,28903800
2000-05-30,34.437500,37.093750,34.281250,37.093750,32.994545,38933000
2000-05-31,36.625000,38.218750,35.875000,35.937500,31.966059,50939800
2000-06-01,36.968750,38.937500,36.750000,38.937500,34.634533,53401000
2000-06-02,40.250000,40.750000,39.250000,40.093750,35.663002,57964800
2000-06-05,39.625000,41.000000,39.500000,40.468750,35.996559,38507200
2000-06-06,40.250000,40.750000,38.125000,38.531250,34.273178,40020000
2000-06-07,38.375000,40.125000,37.781250,40.000000,35.579617,34080800
2000-06-08,40.937500,41.375000,40.125000,41.187500,36.635876,46768600
2000-06-09,41.437500,41.875000,40.937500,41.343750,36.774857,32975200
2000-06-12,41.281250,41.406250,40.187500,40.281250,35.829773,24206000
2000-06-13,39.992149,40.875000,39.031250,40.843750,36.330101,37229400
2000-06-14,40.937500,41.000000,39.375000,39.500000,35.134857,33191800
2000-06-15,39.625000,41.312500,39.562500,41.250000,36.691471,36786800
2000-06-16,40.937500,41.875000,40.531250,40.937500,36.413494,41904400
2000-06-19,41.031250,43.031250,40.625000,43.000000,38.248077,51077200
2000-06-20,43.468750,43.812500,42.250000,43.023399,38.268883,57192600
2000-06-21,40.406250,43.687500,40.156250,43.093750,38.331463,108053800
2000-06-22,42.312500,42.625000,40.687500,40.750000,36.246731,42105600
2000-06-23,40.406250,40.742149,39.281250,39.750000,35.357239,40643000
2000-06-26,40.125000,41.718750,39.625000,41.343750,36.774857,38942400
2000-06-27,41.187500,41.968750,40.843750,41.125000,36.580284,28581600
2000-06-28,41.031250,42.500000,40.843750,41.468750,36.886051,32104800
2000-06-29,41.031250,41.562500,39.781250,40.437500,35.968750,35751800
2000-06-30,40.187500,42.250000,40.000000,42.031250,37.386383,38093000
2000-07-03,40.562500,40.875000,39.437500,40.093750,35.663002,42136200
2000-07-05,38.406250,38.812500,36.093750,36.156250,32.160625,94634200
2000-07-06,35.875000,37.937500,35.875000,37.812500,33.633850,50533000
2000-07-07,37.968750,38.500000,37.750000,37.937500,33.745026,31480200
2000-07-10,37.312500,37.750000,36.437500,37.062500,32.966740,43957600
2000-07-11,36.812500,37.625000,35.562500,36.156250,32.160625,42121400
2000-07-12,36.718750,37.562500,36.500000,37.343750,33.216896,34368400
2000-07-13,37.875000,38.312500,37.375000,37.875000,33.689434,41625400
2000-07-14,38.093750,38.250000,37.562500,38.062500,33.856220,31712000
2000-07-17,37.656250,39.000000,37.031250,38.062500,33.856220,32388800
2000-07-18,37.843750,38.312500,37.031250,37.093750,32.994545,29967000
2000-07-19,37.500000,37.968750,36.500000,36.875000,32.799942,31558600
2000-07-20,37.406250,39.500000,37.375000,39.062500,34.745701,35382000
2000-07-21,38.718750,38.843750,37.531250,37.718750,33.550453,30925000
2000-07-24,38.562500,39.312500,37.468750,37.500000,33.355862,38060200
2000-07-25,37.937500,38.250000,37.156250,38.000000,33.800629,27118200
2000-07-26,37.406250,39.000000,37.031250,38.375000,34.134186,31826400
2000-07-27,37.968750,39.000000,37.500000,37.531250,33.383682,32539000
2000-07-28,37.562500,38.218750,35.531250,36.187500,32.188431,33203400
2000-07-31,35.875000,37.750000,35.687500,37.593750,33.439270,34406400
2000-08-01,37.593750,37.937500,36.437500,36.562500,32.521992,30190800
2000-08-02,36.500000,37.625000,36.187500,36.562500,32.521992,30315000
2000-08-03,36.406250,38.750000,35.812500,38.718750,34.439945,44941200
2000-08-04,39.156250,41.156250,39.062500,40.781250,36.274521,73211600
2000-08-07,40.437500,41.187500,40.375000,40.937500,36.413494,40751400
2000-08-08,40.500000,41.625000,40.406250,41.500000,36.913853,34931800
2000-08-09,41.750000,42.140598,40.593750,40.687500,36.191139,30846000
2000-08-10,40.718750,41.187500,40.000000,40.031250,35.607403,24436000
2000-08-11,39.968750,40.968750,39.625000,40.562500,36.079948,22106800
2000-08-14,40.093750,41.281250,39.937500,41.187500,36.635876,21862200
2000-08-15,40.968750,41.781250,40.562500,40.625000,36.135544,31208800
2000-08-16,40.687500,41.125000,40.531250,40.593750,36.107746,22698200
2000-08-17,40.437500,42.031250,40.406250,41.968750,37.330799,30085000
2000-08-18,41.750000,42.375000,40.562500,40.656250,36.163345,31121200
2000-08-21,41.062500,41.687500,40.382801,41.593750,36.997227,20295600
2000-08-22,41.437500,42.093750,41.093750,41.781250,37.164005,23251600
2000-08-23,41.468750,41.562500,40.500000,41.437500,36.858265,25104800
2000-08-24,41.437500,42.531250,41.343750,42.343750,37.664349,40413200
2000-08-25,42.343750,43.406250,42.250000,42.312500,37.636555,26866600
2000-08-28,42.500000,43.968750,42.468750,43.375000,38.581642,25833600
2000-08-29,43.406250,44.632801,43.281250,43.875000,39.026379,37678600
2000-08-30,43.843750,44.406250,43.562500,44.125000,39.248760,27073400
2000-08-31,44.218750,45.500000,44.218750,45.468750,40.444004,39840000
2000-09-01,46.101551,46.468750,45.437500,46.312500,41.194511,30417800
2000-09-05,46.187500,46.406250,45.281250,45.531250,40.499596,25535800
2000-09-06,45.687500,45.875000,44.531250,44.625000,39.693497,38473000
2000-09-07,45.062500,45.875000,44.750000,45.593750,40.555202,28559000
2000-09-08,45.406250,45.437500,43.250000,43.281250,38.498257,34569400
2000-09-11,43.031250,43.375000,41.187500,41.718750,37.108418,41459600
2000-09-12,41.500000,42.656250,39.531250,39.687500,35.301636,49606000
2000-09-13,38.875000,41.375000,38.468750,40.906250,36.385712,68132400
2000-09-14,43.187500,43.312500,41.125000,42.468750,37.775547,64170600
2000-09-15,40.562500,41.437500,39.000000,39.156250,34.829094,122939600
2000-09-18,39.406250,40.000000,37.375000,38.234348,34.009083,72997800
2000-09-19,38.718750,39.875000,38.062500,39.656250,35.273842,53198600
2000-09-20,39.500000,40.312500,38.750000,39.968750,35.551811,37352200
2000-09-21,39.718750,40.000000,37.750000,39.468750,35.107071,27160000
2000-09-22,37.968750,40.375000,37.750000,40.367149,35.906170,58729400
2000-09-25,40.562500,41.281250,39.375000,39.375000,35.023670,34748600
2000-09-26,39.656250,40.500000,39.312500,39.718750,35.329445,39993400
2000-09-27,40.093750,40.468750,39.000000,39.937500,35.524014,48205600
2000-09-28,39.750000,41.093750,39.187500,40.742149,36.239758,42188600
2000-09-29,40.679649,40.843750,39.125000,39.375000,35.023670,34843000
2000-10-02,39.875000,41.062500,38.859348,39.375000,35.023670,46136800
2000-10-03,39.906250,40.804649,34.375000,34.750000,30.909779,96827800
2000-10-04,33.000000,35.375000,30.250000,34.062500,30.298258,204852000
2000-10-05,34.156250,34.812500,33.250000,34.156250,30.381655,54316000
2000-10-06,34.625000,35.812500,33.437500,33.812500,30.075888,53378400
2000-10-09,33.812500,34.375000,32.562500,33.375000,29.686735,40304000
2000-10-10,33.031250,33.625000,32.250000,32.312500,28.741648,50948400
2000-10-11,31.500000,32.992149,31.000000,31.125000,27.685385,71687200
2000-10-12,31.906250,32.437500,30.875000,31.500000,28.018940,50889400
2000-10-13,31.000000,35.750000,31.000000,35.625000,31.688086,38514000
2000-10-16,36.562500,37.000000,33.375000,34.562500,30.743013,36480500
2000-10-17,35.750000,35.875000,32.875000,33.687500,29.964703,29353900
2000-10-18,31.562500,35.375000,30.500000,33.562500,29.853519,52547900
2000-10-19,36.000000,36.500000,34.625000,36.375000,32.355206,39321000
2000-10-20,36.125000,36.500000,34.937500,35.250000,31.354528,34073400
2000-10-23,35.187500,35.250000,33.375000,34.062500,30.298258,28316300
2000-10-24,35.000000,36.562500,34.500000,35.812500,31.854866,36713000
2000-10-25,36.500000,36.625000,34.000000,34.375000,30.576216,33361600
2000-10-26,34.750000,35.875000,30.937500,34.062500,30.298258,49986600
2000-10-27,34.500000,35.187500,33.000000,34.187500,30.409451,34962500
2000-10-30,33.750000,34.125000,31.375000,31.625000,28.130129,35420300
2000-10-31,32.625000,34.750000,32.500000,33.000000,29.353170,41881000
2000-11-01,32.812500,33.187500,30.375000,31.375000,27.907751,62692100
2000-11-02,32.437500,32.500000,27.250000,29.562500,26.295551,149767500
2000-11-03,31.500000,31.750000,29.500000,30.312500,26.962673,65017500
2000-11-06,30.687500,31.000000,27.500000,27.937500,24.850128,75551500
2000-11-07,28.375000,28.437500,26.500000,26.562500,23.627083,58951000
2000-11-08,27.375000,27.500000,24.500000,24.812500,22.070478,63040000
2000-11-09,24.687500,27.375000,24.062500,27.187500,24.183014,67280700
2000-11-10,26.437500,26.937500,24.875000,25.437500,22.626406,54609400
2000-11-13,25.125000,25.875000,23.500000,24.750000,22.014885,61652800
2000-11-14,27.375000,28.500000,26.500000,28.375000,25.239283,77494300
2000-11-15,28.812500,29.437500,27.703100,28.875000,25.684031,50649700
2000-11-16,28.750000,29.812500,27.250000,27.375000,24.349798,37986600
2000-11-17,26.937500,29.250000,25.250000,28.812500,25.628443,59636000
2000-11-20,24.312500,25.875000,24.000000,24.750000,22.014885,89778400
2000-11-21,24.812500,25.625000,23.500000,23.875000,21.236578,58647400
2000-11-22,23.625000,24.062500,22.062500,22.312500,19.846748,53315300
2000-11-24,23.312500,24.250000,23.125000,24.125000,21.458946,22443900
2000-11-27,25.437500,25.812500,22.875000,23.125000,20.569464,45665200
2000-11-28,23.500000,23.812500,22.250000,22.656200,20.152466,43075300
2000-11-29,23.187500,23.625000,21.812500,22.875000,20.347086,75409600
2000-11-30,21.750000,27.625000,21.500000,26.500000,23.571487,84386200
2000-12-01,26.375000,27.875000,25.500000,26.437500,23.515902,48663500
2000-12-04,26.250000,28.875000,26.187500,28.187500,25.072502,40710400
2000-12-05,29.437500,31.500000,28.875000,31.500000,28.018940,59754700
2000-12-06,31.187500,31.625000,29.312500,30.187500,26.851484,42125600
2000-12-07,29.625000,29.937500,28.125000,28.312500,25.183691,41088300
2000-12-08,30.062500,30.625000,29.250000,30.062500,26.740299,40052600
2000-12-11,30.500000,32.250000,30.000000,31.937500,28.408096,50279700
2000-12-12,31.875000,32.500000,30.406200,30.750000,27.351824,26481200
2000-12-13,31.937500,32.000000,28.250000,28.375000,25.239283,37933600
2000-12-14,29.250000,29.937500,27.250000,27.500000,24.460979,45894400
2000-12-15,29.437500,30.078100,28.187500,28.562500,25.406065,120004000
2000-12-18,30.000000,32.437500,29.937500,32.000000,28.463690,61640100
2000-12-19,31.812500,33.125000,30.125000,30.625000,27.240635,58653700
2000-12-20,28.062500,29.812500,27.500000,28.500000,25.350471,54440500
2000-12-21,27.812500,30.250000,27.312500,29.500000,26.239960,46719700
2000-12-22,30.375000,31.984301,30.000000,31.875000,28.352501,35568200
2000-12-26,31.500000,32.187500,30.000000,30.937500,27.518599,20589500
2000-12-27,30.375000,31.062500,29.375000,30.687500,27.296230,26437500
2000-12-28,30.562500,31.625000,30.375000,31.062500,27.629786,25053600
2000-12-29,30.875000,31.312500,28.687500,29.062500,25.850811,31702200
2001-01-02,29.562500,29.750000,25.625000,26.375000,23.460304,46281000
2001-01-03,25.250000,32.125000,25.250000,32.000000,28.463690,76389600
2001-01-04,31.562500,33.250000,31.000000,32.562500,28.964018,57584400
2001-01-05,32.500000,32.562500,29.625000,30.125000,26.795893,38415200
2001-01-08,30.062500,30.250000,27.562500,29.937500,26.629114,40644600
2001-01-09,30.625000,32.000000,30.250000,31.500000,28.018940,44818600
2001-01-10,30.500000,33.375000,30.250000,32.750000,29.130808,64627400
2001-01-11,32.312500,34.093700,32.250000,33.312500,29.631144,50906600
2001-01-12,33.062500,34.000000,32.000000,32.312500,28.741648,40234100
2001-01-16,33.062500,33.375000,31.062500,31.812500,28.296913,31198700
2001-01-17,33.312500,34.062500,32.750000,33.250000,29.575546,52535000
2001-01-18,33.609299,34.000000,32.812500,33.812500,30.075888,33749200
2001-01-19,34.125000,35.000000,33.625000,34.562500,30.743013,50227100
2001-01-22,33.625000,33.625000,31.328100,31.812500,28.296913,57564400
2001-01-23,31.937500,32.437500,31.312500,31.484301,28.004978,42545700
2001-01-24,32.000000,32.015598,30.000000,30.062500,26.740299,65596100
2001-01-25,30.562500,30.750000,29.500000,29.937500,26.629114,60995500
2001-01-26,29.625000,30.500000,28.750000,30.375000,27.018267,46538900
2001-01-29,30.187500,31.125000,29.812500,30.437500,27.073856,33397000
2001-01-30,30.750000,31.500000,30.125000,30.312500,26.962673,42788300
2001-01-31,30.562500,30.812500,29.062500,29.125000,25.906401,46144400
2001-02-01,29.250000,30.687500,29.125000,30.062500,26.740299,38389200
2001-02-02,29.937500,30.062500,27.687500,27.750000,24.683353,38655400
2001-02-05,27.500000,28.500000,26.500000,27.500000,24.460979,35933100
2001-02-06,27.375000,28.500000,27.187500,27.625000,24.572166,28746300
2001-02-07,27.125000,28.375000,26.500000,27.687500,24.627764,42854400
2001-02-08,28.437500,28.875000,26.687500,27.125000,24.127419,41775000
2001-02-09,25.250000,25.687500,23.250000,23.562500,20.958612,91625000
2001-02-12,23.625000,24.000000,22.500000,23.000000,20.458273,51901400
2001-02-13,23.687500,24.375000,22.500000,22.562500,20.069120,44509700
2001-02-14,23.250000,25.062500,22.687500,25.000000,22.237257,41247400
2001-02-15,25.562500,26.625000,25.187500,25.500000,22.681999,46084700
2001-02-16,24.000000,24.562500,23.187500,24.000000,21.347761,40632200
2001-02-20,24.375000,24.625000,23.000000,23.125000,20.569464,39873200
2001-02-21,22.812500,24.250000,22.062500,23.000000,20.458273,57591900
2001-02-22,23.515600,24.187500,22.437500,23.375000,20.791836,54073600
2001-02-23,22.875000,23.187500,20.562500,22.000000,19.568779,72859000
2001-02-26,22.375000,23.250000,21.562500,23.187500,20.625057,44847400
2001-02-27,22.437500,22.687500,21.562500,21.687500,19.290821,41584600
2001-02-28,21.875000,22.000000,18.812500,19.000000,16.900314,62362300
2001-03-01,19.000000,21.500000,18.750000,21.375000,19.012852,76869400
2001-03-02,16.250000,17.937500,15.750000,16.875000,15.010143,224088800
2001-03-05,17.312500,17.375000,16.687500,17.000000,15.121334,51544000
2001-03-06,17.750000,18.000000,17.375000,17.625000,15.677264,57448400
2001-03-07,18.312500,18.750000,17.812500,18.625000,16.566761,52486500
2001-03-08,18.390600,18.500000,17.312500,17.500000,15.566077,40342100
2001-03-09,17.125000,17.187500,16.125000,16.375000,14.565404,58409900
2001-03-12,16.000000,16.375000,15.062500,15.187500,13.509133,66843000
2001-03-13,15.937500,17.000000,15.375000,16.937500,15.065742,57981600
2001-03-14,16.250000,16.750000,15.562500,16.062500,14.287437,52862100
2001-03-15,16.500000,16.625000,14.500000,14.687500,13.064390,77834800
2001-03-16,14.187500,14.625000,13.500000,14.062500,12.508455,89327600
2001-03-19,14.375000,15.687500,14.187500,15.437500,13.731505,50443200
2001-03-20,15.875000,16.062500,14.312500,14.375000,12.786422,65545100
2001-03-21,14.750000,16.000000,14.250000,14.750000,13.119980,50574600
2001-03-22,15.250000,15.625000,14.375000,15.500000,13.787101,63980900
2001-03-23,16.312500,16.562500,15.671800,15.875000,14.120656,72068300
2001-03-26,16.320000,16.370001,15.400000,15.440000,13.733728,34392600
2001-03-27,16.040001,16.500000,15.460000,16.420000,14.605429,43943800
2001-03-28,16.120001,16.139999,14.580000,15.060000,13.395722,46438000
2001-03-29,14.610000,15.320000,14.030000,14.330000,12.746394,54250500
2001-03-30,14.520000,15.290000,14.320000,14.630000,13.013240,36956100
2001-04-02,15.100000,16.020000,15.010000,15.200000,13.520250,39034400
2001-04-03,14.630000,15.160000,13.100000,13.160000,11.705689,71558000
2001-04-04,13.280000,14.050000,13.000000,13.420000,11.936957,49247500
2001-04-05,14.480000,14.630000,14.000000,14.470000,12.870920,44283900
2001-04-06,14.330000,14.450000,13.310000,13.550000,12.052594,43585800
2001-04-09,14.100000,14.200000,13.630000,14.050000,12.497337,28898900
2001-04-10,14.470000,15.470000,14.250000,14.970000,13.315666,48270800
2001-04-11,15.600000,15.730000,15.010000,15.530000,13.813782,66768000
2001-04-12,15.450000,16.000000,15.340000,15.820000,14.071734,46220500
2001-04-16,16.000000,16.709999,15.600000,15.960000,14.196264,43783600
2001-04-17,15.470000,16.650000,15.410000,16.219999,14.427530,40606700
2001-04-18,17.350000,19.200001,17.000000,17.920000,15.939669,95540700
2001-04-19,19.660000,20.540001,19.320000,20.320000,18.074442,103097600
2001-04-20,20.590000,20.840000,19.320000,19.750000,17.567429,60473500
2001-04-23,18.330000,18.500000,16.920000,17.150000,15.254751,61003400
2001-04-24,16.900000,18.080000,16.719999,16.969999,15.094646,53129800
2001-04-25,17.110001,17.580000,16.650000,17.250000,15.343704,42959000
2001-04-26,18.160000,18.250000,16.799999,16.900000,15.032383,45575700
2001-04-27,17.410000,17.469999,16.670000,17.150000,15.254751,47171900
2001-04-30,17.770000,17.879999,15.870000,16.160000,14.374161,92948800
2001-05-01,16.320000,16.360001,15.520000,16.040001,14.267425,64021600
2001-05-02,16.850000,17.230000,16.000000,17.170000,15.272546,65788100
2001-05-03,16.820000,17.170000,16.209999,16.450001,14.632113,50568500
2001-05-04,16.139999,17.200001,15.960000,17.090000,15.201384,48155400
2001-05-07,17.139999,17.200001,16.510000,16.870001,15.005698,46012500
2001-05-08,17.250000,17.270000,16.540001,17.040001,15.156910,34351300
2001-05-09,16.660000,17.549999,16.459999,17.059999,15.174700,41358100
